Gene Symbol	hsa:ENTREZ_GENE_ID
DVL2	9606.ENSP00000005340
RHOA	9606.ENSP00000400175
LGR5	9606.ENSP00000266674
HACE1	9606.ENSP00000262903
TUBB4A	9606.ENSP00000264071
9606.ENSP00000468271	9606.ENSP00000468271
PDLIM1	9606.ENSP00000360305
GSPT2	9606.ENSP00000341247
MEGF11	9606.ENSP00000386908
LINGO4	9606.ENSP00000357810
MAP3K19	9606.ENSP00000365005
RAB24	9606.ENSP00000304376
ALDH5A1	9606.ENSP00000314649
PPP1CA	9606.ENSP00000326031
TMED10	9606.ENSP00000303145
GUCY1A2	9606.ENSP00000431245
PTK6	9606.ENSP00000217185
CETN1	9606.ENSP00000319052
MYH3	9606.ENSP00000226209
PDGFRB	9606.ENSP00000261799
POTEH	9606.ENSP00000340610
ISLR2	9606.ENSP00000355402
DDX39B	9606.ENSP00000379475
PPP3R2	9606.ENSP00000363939
DUSP10	9606.ENSP00000355866
SSH3	9606.ENSP00000312081
GSK3B	9606.ENSP00000324806
GDI2	9606.ENSP00000369538
RAB40AL	9606.ENSP00000218249
ZNF232	9606.ENSP00000250076
RAB35	9606.ENSP00000229340
SGK1	9606.ENSP00000356832
UHMK1	9606.ENSP00000420270
ZNF479	9606.ENSP00000333776
ZNF805	9606.ENSP00000412999
FLT3	9606.ENSP00000241453
HPCA	9606.ENSP00000362566
ZNF528	9606.ENSP00000353652
TBC1D14	9606.ENSP00000386921
APPBP2	9606.ENSP00000083182
GNA11	9606.ENSP00000078429
ZNF419	9606.ENSP00000388864
SOWAHC	9606.ENSP00000365830
SGK3	9606.ENSP00000262211
KIF1A	9606.ENSP00000322791
RAB7A	9606.ENSP00000265062
MYL9	9606.ENSP00000279022
DNAJA1	9606.ENSP00000369127
ZBTB22	9606.ENSP00000404403
ZKSCAN5	9606.ENSP00000322872
KIDINS220	9606.ENSP00000256707
IFT52	9606.ENSP00000362121
PLCL2	9606.ENSP00000409637
MCF2	9606.ENSP00000430276
PIK3C2A	9606.ENSP00000265970
PCSK1	9606.ENSP00000308024
LRRC58	9606.ENSP00000295628
CLTCL1	9606.ENSP00000445677
PRDM16	9606.ENSP00000270722
KLF16	9606.ENSP00000250916
ZNF324B	9606.ENSP00000337473
LRIT2	9606.ENSP00000361185
ILKAP	9606.ENSP00000254654
M6PR	9606.ENSP00000000412
IQSEC2	9606.ENSP00000379712
SHANK3	9606.ENSP00000442518
LRFN3	9606.ENSP00000246529
CNOT6	9606.ENSP00000261951
ZNF169	9606.ENSP00000378792
AGFG1	9606.ENSP00000387282
ACTRT3	9606.ENSP00000333037
TPTE2	9606.ENSP00000372437
EPHA7	9606.ENSP00000358309
DDX39A	9606.ENSP00000242776
LRRC3B	9606.ENSP00000379880
STK4	9606.ENSP00000361892
ARFGAP2	9606.ENSP00000434442
ZNF736	9606.ENSP00000347210
ANKHD1	9606.ENSP00000432016
VCL	9606.ENSP00000211998
RABGAP1	9606.ENSP00000362751
PCSK2	9606.ENSP00000262545
CAMK4	9606.ENSP00000282356
PCSK9	9606.ENSP00000303208
RAP1A	9606.ENSP00000348786
ANKRD44	9606.ENSP00000387233
SNX2	9606.ENSP00000368831
EFCAB7	9606.ENSP00000360129
ZNF641	9606.ENSP00000301042
ZIC3	9606.ENSP00000287538
TOMM34	9606.ENSP00000361900
LRRC61	9606.ENSP00000339047
ZNF324	9606.ENSP00000196482
TLR9	9606.ENSP00000417517
KLF13	9606.ENSP00000302456
LRRC70	9606.ENSP00000399441
RALGAPA1	9606.ENSP00000302647
TBC1D26	9606.ENSP00000410111
ZNF441	9606.ENSP00000350576
ZNF354B	9606.ENSP00000327143
ZNF32	9606.ENSP00000363556
RAB17	9606.ENSP00000264601
SGK494	9606.ENSP00000301037
CADPS2	9606.ENSP00000398481
MYL10	9606.ENSP00000223167
SPAG1	9606.ENSP00000251809
ATP8B2	9606.ENSP00000357475
TSSK4	9606.ENSP00000339179
ANKRD53	9606.ENSP00000353796
KLF6	9606.ENSP00000419923
LRRC15	9606.ENSP00000389128
ACTL7A	9606.ENSP00000334300
ZNF202	9606.ENSP00000337724
RAB8B	9606.ENSP00000312734
ZNF367	9606.ENSP00000364405
ZBTB49	9606.ENSP00000338807
TLR4	9606.ENSP00000363089
IFIT1	9606.ENSP00000360869
ARHGEF4	9606.ENSP00000316845
MCF2L2	9606.ENSP00000328118
MYL6B	9606.ENSP00000207437
ADCY7	9606.ENSP00000254235
ZBTB8B	9606.ENSP00000400836
MAP3K10	9606.ENSP00000253055
DYNC1I2	9606.ENSP00000380308
ZNF831	9606.ENSP00000360069
PLCE1	9606.ENSP00000260766
CDH1	9606.ENSP00000261769
ZNF100	9606.ENSP00000351042
TMED7	9606.ENSP00000405926
INVS	9606.ENSP00000262457
RAB40A	9606.ENSP00000305648
PLSCR5	9606.ENSP00000390111
POTEF	9606.ENSP00000350052
CDK16	9606.ENSP00000276052
LRRC53	9606.ENSP00000294635
ZIM3	9606.ENSP00000269834
PFAS	9606.ENSP00000313490
ZNF75A	9606.ENSP00000459566
ANKRD6	9606.ENSP00000345767
SMYD1	9606.ENSP00000393453
LRRC28	9606.ENSP00000304923
ZNF490	9606.ENSP00000311521
TUBD1	9606.ENSP00000320797
ZFP92	9606.ENSP00000462054
ZSCAN5C	9606.ENSP00000365443
ANKRD39	9606.ENSP00000377170
4-Sep	9606.ENSP00000321674
ADCY9	9606.ENSP00000294016
ZFP14	9606.ENSP00000270001
ZNF705B	9606.ENSP00000382987
CTNNA1	9606.ENSP00000304669
ZNF492	9606.ENSP00000413660
IFIT3	9606.ENSP00000360876
PRKCH	9606.ENSP00000329127
FRK	9606.ENSP00000357615
PEG3	9606.ENSP00000326581
LIMK1	9606.ENSP00000336740
ARHGAP23	9606.ENSP00000393539
SORL1	9606.ENSP00000260197
ZNF497	9606.ENSP00000311183
PIDD1	9606.ENSP00000337797
NCS1	9606.ENSP00000361475
ZNF799	9606.ENSP00000411084
ZNF589	9606.ENSP00000346729
ZNF25	9606.ENSP00000302222
STX11	9606.ENSP00000356540
ZNF680	9606.ENSP00000309330
MYH7B	9606.ENSP00000262873
DAPK3	9606.ENSP00000301264
WDR31	9606.ENSP00000363308
ZBTB1	9606.ENSP00000378201
ZNF333	9606.ENSP00000292530
LRRC57	9606.ENSP00000326817
TRAPPC10	9606.ENSP00000291574
KIF2C	9606.ENSP00000361298
KCNIP4	9606.ENSP00000371587
MYH10	9606.ENSP00000269243
ZNF786	9606.ENSP00000417470
PAK2	9606.ENSP00000314067
ARL15	9606.ENSP00000433427
ANKRD10	9606.ENSP00000267339
ZFP91	9606.ENSP00000339030
ZNF382	9606.ENSP00000292928
ZNF429	9606.ENSP00000351280
RAC3	9606.ENSP00000304283
MAP4K1	9606.ENSP00000380066
ZNF366	9606.ENSP00000313158
ZNF585A	9606.ENSP00000292841
YIF1A	9606.ENSP00000366098
WASL	9606.ENSP00000223023
OASL	9606.ENSP00000257570
ZNF140	9606.ENSP00000347755
RAB5B	9606.ENSP00000353444
ERBIN	9606.ENSP00000370330
PTK7	9606.ENSP00000230419
ZNF582	9606.ENSP00000301310
RRAS2	9606.ENSP00000256196
PABPC1L	9606.ENSP00000217073
5-Sep	9606.ENSP00000391311
MYO7A	9606.ENSP00000386331
ATP11A	9606.ENSP00000283558
TMEM250	9606.ENSP00000453019
RXFP2	9606.ENSP00000298386
ATAD2B	9606.ENSP00000238789
ZNF418	9606.ENSP00000379451
MAP3K15	9606.ENSP00000345629
COPA	9606.ENSP00000357048
GOSR1	9606.ENSP00000225724
LRRTM2	9606.ENSP00000274711
ZNF17	9606.ENSP00000471905
EFCAB3	9606.ENSP00000403932
VPS28	9606.ENSP00000366565
CTCF	9606.ENSP00000264010
ACTR1A	9606.ENSP00000358921
MYO18B	9606.ENSP00000334563
CEP97	9606.ENSP00000342510
PRKACG	9606.ENSP00000366488
SP7	9606.ENSP00000302812
GUCA1A	9606.ENSP00000053469
PRKG2	9606.ENSP00000264399
CDK1	9606.ENSP00000378699
PSMD10	9606.ENSP00000217958
AGAP4	9606.ENSP00000392513
MAP2K5	9606.ENSP00000178640
BGN	9606.ENSP00000327336
SNCAIP	9606.ENSP00000261368
PIK3C2B	9606.ENSP00000356155
AMPH	9606.ENSP00000348602
CTSD	9606.ENSP00000236671
OAS3	9606.ENSP00000228928
ASAP3	9606.ENSP00000338769
PIK3CB	9606.ENSP00000289153
DYNC2LI1	9606.ENSP00000260605
TIAM1	9606.ENSP00000286827
DNAH8	9606.ENSP00000333363
DPY19L2	9606.ENSP00000315988
HPCAL1	9606.ENSP00000310749
ACTL7B	9606.ENSP00000363799
PPP2R2A	9606.ENSP00000325074
DKK2	9606.ENSP00000285311
TBC1D3B	9606.ENSP00000381781
AEBP2	9606.ENSP00000381840
MOB1B	9606.ENSP00000310189
NFKBID	9606.ENSP00000380109
PDP2	9606.ENSP00000309548
ZNF557	9606.ENSP00000252840
ZNF675	9606.ENSP00000352836
PIP5K1B	9606.ENSP00000265382
ZNF749	9606.ENSP00000333980
RABGGTB	9606.ENSP00000317473
ZNF865	9606.ENSP00000457715
ZNF417	9606.ENSP00000311319
ZNF652	9606.ENSP00000354686
ZNF442	9606.ENSP00000242804
CCNA2	9606.ENSP00000274026
PXN	9606.ENSP00000228307
ZNF615	9606.ENSP00000365906
RAD23B	9606.ENSP00000350708
PPM1D	9606.ENSP00000306682
ZNF624	9606.ENSP00000310472
RPS6KA3	9606.ENSP00000368884
STK32A	9606.ENSP00000381030
ARFIP2	9606.ENSP00000254584
SGTA	9606.ENSP00000221566
LRRC26	9606.ENSP00000360597
ZNF711	9606.ENSP00000276123
KIFAP3	9606.ENSP00000354560
CLVS1	9606.ENSP00000325506
TXNDC8	9606.ENSP00000363634
AP1G2	9606.ENSP00000312442
ZNF235	9606.ENSP00000291182
GLI4	9606.ENSP00000345024
CDC14A	9606.ENSP00000354916
ZXDC	9606.ENSP00000374359
ZNF716	9606.ENSP00000394248
HGF	9606.ENSP00000222390
ZNF398	9606.ENSP00000420418
ZNF596	9606.ENSP00000310033
LRFN5	9606.ENSP00000298119
9606.ENSP00000456213	9606.ENSP00000456213
TTC28	9606.ENSP00000381003
SP8	9606.ENSP00000408792
NYX	9606.ENSP00000340328
MYH13	9606.ENSP00000252172
CLHC1	9606.ENSP00000384869
ZBTB9	9606.ENSP00000378503
ZNF18	9606.ENSP00000315664
ZNF404	9606.ENSP00000466051
ZNF548	9606.ENSP00000337555
ARHGEF15	9606.ENSP00000355026
DYRK1B	9606.ENSP00000312789
TANC1	9606.ENSP00000263635
YIPF5	9606.ENSP00000274496
ZNF724	9606.ENSP00000413411
ZNF321P	9606.ENSP00000375656
ZNF827	9606.ENSP00000368761
KIFC3	9606.ENSP00000368976
ZNF587	9606.ENSP00000345479
TBC1D17	9606.ENSP00000221543
CAMK1	9606.ENSP00000256460
COPB1	9606.ENSP00000249923
RCVRN	9606.ENSP00000226193
MOB1A	9606.ENSP00000379364
ZNF765	9606.ENSP00000379689
PATL1	9606.ENSP00000300146
ZNF319	9606.ENSP00000299237
SGK2	9606.ENSP00000340608
STK38L	9606.ENSP00000373684
PPP3CC	9606.ENSP00000240139
PPTC7	9606.ENSP00000346255
TGOLN2	9606.ENSP00000386443
ACTR10	9606.ENSP00000254286
HPGDS	9606.ENSP00000295256
PFDN5	9606.ENSP00000334188
PPP1R27	9606.ENSP00000331065
IGF1R	9606.ENSP00000268035
PLCZ1	9606.ENSP00000266505
FIZ1	9606.ENSP00000221665
ZNF547	9606.ENSP00000282282
HSPA8	9606.ENSP00000227378
EPHB3	9606.ENSP00000332118
EFCAB13	9606.ENSP00000332111
ARHGEF11	9606.ENSP00000357177
PLCD3	9606.ENSP00000313731
SPATA5L1	9606.ENSP00000305494
CDK14	9606.ENSP00000265741
ARCN1	9606.ENSP00000264028
EPHB2	9606.ENSP00000363763
ZNF555	9606.ENSP00000334853
TRAPPC3L	9606.ENSP00000357591
COPE	9606.ENSP00000262812
KIF1B	9606.ENSP00000263934
ZDHHC16	9606.ENSP00000359891
GNAS	9606.ENSP00000360141
ZNF223	9606.ENSP00000467018
ZNF10	9606.ENSP00000248211
NPR3	9606.ENSP00000265074
ANKRD22	9606.ENSP00000360998
VSNL1	9606.ENSP00000295156
ILK	9606.ENSP00000299421
AGAP3	9606.ENSP00000380413
BOLA2-SMG1P6	9606.ENSP00000458075
TOM1L2	9606.ENSP00000368818
PIM1	9606.ENSP00000362608
RABEPK	9606.ENSP00000362639
ZNF658	9606.ENSP00000366853
GUCY1A3	9606.ENSP00000296518
LRRC4	9606.ENSP00000249363
HK3	9606.ENSP00000292432
ASB7	9606.ENSP00000328327
POTEG	9606.ENSP00000386971
TBC1D25	9606.ENSP00000365962
ZNF215	9606.ENSP00000278319
GIT2	9606.ENSP00000347464
GP1BA	9606.ENSP00000329380
MX2	9606.ENSP00000333657
BBS10	9606.ENSP00000376946
UQCR10	9606.ENSP00000332887
FLT1	9606.ENSP00000282397
KLF8	9606.ENSP00000417303
ADGRA2	9606.ENSP00000406367
VPS4A	9606.ENSP00000254950
PARD6B	9606.ENSP00000360672
PRDM4	9606.ENSP00000228437
LRRC7	9606.ENSP00000035383
ZNF575	9606.ENSP00000315870
RAP1GAP	9606.ENSP00000290101
TCTE1	9606.ENSP00000360560
LRRC4B	9606.ENSP00000373853
MAP3K1	9606.ENSP00000382423
MUSK	9606.ENSP00000363571
UBL4A	9606.ENSP00000358674
RHBDL3	9606.ENSP00000269051
ATP11C	9606.ENSP00000332756
EPHA3	9606.ENSP00000337451
6-Sep	9606.ENSP00000341524
PPP3R1	9606.ENSP00000234310
ZNF823	9606.ENSP00000340683
ASB5	9606.ENSP00000296525
PPP5D1	9606.ENSP00000392262
CORO1A	9606.ENSP00000219150
ARFGAP1	9606.ENSP00000314615
ZNF345	9606.ENSP00000431202
ZSCAN23	9606.ENSP00000289788
ZNF184	9606.ENSP00000211936
ANKRD7	9606.ENSP00000265224
9606.ENSP00000421652	9606.ENSP00000421652
RLBP1	9606.ENSP00000268125
YWHAH	9606.ENSP00000248975
KIF4A	9606.ENSP00000363524
ZNF407	9606.ENSP00000299687
ZNF98	9606.ENSP00000350418
RAB13	9606.ENSP00000357564
ZBTB14	9606.ENSP00000349503
LRRC47	9606.ENSP00000367498
ADAP1	9606.ENSP00000265846
SEC31B	9606.ENSP00000359370
MYO5A	9606.ENSP00000382177
NET1	9606.ENSP00000347134
ZNF546	9606.ENSP00000339823
TMEM30A	9606.ENSP00000230461
CENPE	9606.ENSP00000265148
CDK15	9606.ENSP00000260967
LRRN1	9606.ENSP00000314901
SCGN	9606.ENSP00000367197
EPYC	9606.ENSP00000261172
ANKRD18B	9606.ENSP00000290943
ZNF134	9606.ENSP00000379464
STK26	9606.ENSP00000377867
NVL	9606.ENSP00000281701
NCKAP1L	9606.ENSP00000293373
NCF4	9606.ENSP00000380334
ZNF23	9606.ENSP00000349796
KRT82	9606.ENSP00000257974
TUBB1	9606.ENSP00000217133
TUBA1A	9606.ENSP00000301071
PDIA3	9606.ENSP00000300289
MYO7B	9606.ENSP00000386461
HSPA5	9606.ENSP00000324173
ZFAND4	9606.ENSP00000339484
CLVS2	9606.ENSP00000275162
ZNF154	9606.ENSP00000421258
ZNF782	9606.ENSP00000419397
PPP3CA	9606.ENSP00000378323
NCAM2	9606.ENSP00000383392
DUSP3	9606.ENSP00000226004
RAB3IP	9606.ENSP00000447300
ASB4	9606.ENSP00000321388
LRRK1	9606.ENSP00000373600
MYL12B	9606.ENSP00000237500
IRAK3	9606.ENSP00000261233
POGZ	9606.ENSP00000271715
ZBTB11	9606.ENSP00000326200
MYO5B	9606.ENSP00000285039
ZNF225	9606.ENSP00000262894
PIK3CA	9606.ENSP00000263967
STX3	9606.ENSP00000338562
TIMM50	9606.ENSP00000318115
UGT1A3	9606.ENSP00000418532
PIP5KL1	9606.ENSP00000373399
RNASEL	9606.ENSP00000356530
ANKS6	9606.ENSP00000297837
EXOC3	9606.ENSP00000323377
ARHGEF26	9606.ENSP00000348828
ERN2	9606.ENSP00000256797
LRRTM3	9606.ENSP00000355187
CETN2	9606.ENSP00000359300
ATAD1	9606.ENSP00000339016
CTTNBP2	9606.ENSP00000160373
GOSR2	9606.ENSP00000225567
ZNF814	9606.ENSP00000410545
ATP4A	9606.ENSP00000262623
TTC6	9606.ENSP00000451131
GNA15	9606.ENSP00000262958
YWHAB	9606.ENSP00000300161
MYO19	9606.ENSP00000409936
ZNF616	9606.ENSP00000471000
ZNF114	9606.ENSP00000318898
ACTL6A	9606.ENSP00000397552
HIVEP3	9606.ENSP00000247584
BLK	9606.ENSP00000259089
9606.ENSP00000471607	9606.ENSP00000471607
LRFN2	9606.ENSP00000345985
PPP1R12B	9606.ENSP00000384496
ZNF559	9606.ENSP00000377461
CIB3	9606.ENSP00000269878
MAPK7	9606.ENSP00000311005
ZNF558	9606.ENSP00000301475
SURF4	9606.ENSP00000361057
STK32B	9606.ENSP00000282908
RSU1	9606.ENSP00000339521
CHST15	9606.ENSP00000333947
PLK2	9606.ENSP00000274289
INPP5E	9606.ENSP00000360777
TLR6	9606.ENSP00000371376
TCIRG1	9606.ENSP00000265686
TUBA3E	9606.ENSP00000318197
TMEM30B	9606.ENSP00000347930
PLCB2	9606.ENSP00000260402
9606.ENSP00000473166	9606.ENSP00000473166
EFCAB6	9606.ENSP00000262726
TNNC2	9606.ENSP00000361636
G3BP1	9606.ENSP00000348578
NFKBIB	9606.ENSP00000312988
ASPG	9606.ENSP00000450040
ITSN2	9606.ENSP00000347244
MYO1F	9606.ENSP00000344871
WIZ	9606.ENSP00000263381
ZNF132	9606.ENSP00000254166
ZFP90	9606.ENSP00000381304
PRKX	9606.ENSP00000262848
ZNF396	9606.ENSP00000302310
RAB11FIP4	9606.ENSP00000312837
ALDOA	9606.ENSP00000336927
ISLR	9606.ENSP00000249842
ARHGEF35	9606.ENSP00000367355
NCF2	9606.ENSP00000356505
SETD1A	9606.ENSP00000262519
RAB28	9606.ENSP00000328551
HSPA13	9606.ENSP00000285667
UBD	9606.ENSP00000366249
ZNF789	9606.ENSP00000331927
TTPA	9606.ENSP00000260116
RAB11FIP5	9606.ENSP00000258098
ZBTB26	9606.ENSP00000362758
9606.ENSP00000468367	9606.ENSP00000468367
ACTRT2	9606.ENSP00000367658
ZNF879	9606.ENSP00000414887
ZDHHC13	9606.ENSP00000400113
MAP4K3	9606.ENSP00000263881
PPM1F	9606.ENSP00000263212
EHMT2	9606.ENSP00000364687
ZNF707	9606.ENSP00000351482
ZNF2	9606.ENSP00000345392
GAPDHS	9606.ENSP00000222286
ZBTB38	9606.ENSP00000406955
MAPK13	9606.ENSP00000211287
KCNIP1	9606.ENSP00000395323
GRM7	9606.ENSP00000350348
ZFP37	9606.ENSP00000363344
ZNF45	9606.ENSP00000269973
MSN	9606.ENSP00000353408
PTPDC1	9606.ENSP00000288976
COPS6	9606.ENSP00000304102
ANKRD30A	9606.ENSP00000354432
ERN1	9606.ENSP00000401445
KIF6	9606.ENSP00000287152
3-Sep	9606.ENSP00000379704
KIF4B	9606.ENSP00000387875
ARHGAP36	9606.ENSP00000276211
TLR8	9606.ENSP00000218032
LGR4	9606.ENSP00000368516
UBE2D4	9606.ENSP00000222402
ELMO3	9606.ENSP00000377566
MBOAT4	9606.ENSP00000314196
MYL5	9606.ENSP00000383023
YTHDF1	9606.ENSP00000359364
TBC1D3G	9606.ENSP00000345014
ANKRD52	9606.ENSP00000267116
GNA12	9606.ENSP00000275364
CALB1	9606.ENSP00000265431
ACTA1	9606.ENSP00000355645
HK1	9606.ENSP00000384774
RAB10	9606.ENSP00000264710
ZNF449	9606.ENSP00000339585
ZNF487	9606.ENSP00000388421
CALML5	9606.ENSP00000369689
DVL1	9606.ENSP00000368169
ARPC4	9606.ENSP00000388169
ZNF524	9606.ENSP00000301073
ZSCAN5A	9606.ENSP00000375593
INS	9606.ENSP00000250971
ZNF483	9606.ENSP00000311679
VAMP5	9606.ENSP00000305647
GNB3	9606.ENSP00000229264
TNS3	9606.ENSP00000312143
GLIS3	9606.ENSP00000371398
ZNF837	9606.ENSP00000405699
LATS1	9606.ENSP00000253339
PLAGL1	9606.ENSP00000346810
EEA1	9606.ENSP00000317955
HSPA4	9606.ENSP00000302961
KIF16B	9606.ENSP00000384164
ZNF236	9606.ENSP00000253159
AP3D1	9606.ENSP00000344055
YIPF7	9606.ENSP00000332772
SYNJ2	9606.ENSP00000347792
RAB22A	9606.ENSP00000244040
HIVEP1	9606.ENSP00000368698
ZNF462	9606.ENSP00000277225
GSK3A	9606.ENSP00000222330
GLI2	9606.ENSP00000354586
ZNF334	9606.ENSP00000255129
ZNF730	9606.ENSP00000329365
POTEM	9606.ENSP00000452296
LRRC66	9606.ENSP00000341944
LRRC40	9606.ENSP00000359990
TRIP13	9606.ENSP00000166345
BCL11A	9606.ENSP00000338774
RAB34	9606.ENSP00000410403
ZNF747	9606.ENSP00000252799
PSKH2	9606.ENSP00000276616
POTEI	9606.ENSP00000392718
ZNF227	9606.ENSP00000321049
SCARF2	9606.ENSP00000266214
IGF2R	9606.ENSP00000349437
RIPK3	9606.ENSP00000216274
RAB40B	9606.ENSP00000461785
ZBTB17	9606.ENSP00000364895
ANKS1B	9606.ENSP00000449629
ZNF3	9606.ENSP00000299667
ASB9	9606.ENSP00000369855
COPG2	9606.ENSP00000393912
NRROS	9606.ENSP00000328625
PFN4	9606.ENSP00000322170
KANK4	9606.ENSP00000360195
ZNF414	9606.ENSP00000377504
LINGO1	9606.ENSP00000347451
NCALD	9606.ENSP00000220931
SIPA1	9606.ENSP00000377771
ZSCAN9	9606.ENSP00000404074
ZNF226	9606.ENSP00000336719
RABL6	9606.ENSP00000360727
PRDM14	9606.ENSP00000276594
AGAP5	9606.ENSP00000363207
SLIT2	9606.ENSP00000422591
CYFIP1	9606.ENSP00000324549
ZSCAN2	9606.ENSP00000410198
RAB5C	9606.ENSP00000345689
VPS4B	9606.ENSP00000238497
NFKBIA	9606.ENSP00000216797
PDP1	9606.ENSP00000379503
LRCH4	9606.ENSP00000309689
ARHGAP1	9606.ENSP00000310491
9606.ENSP00000455659	9606.ENSP00000455659
ZNF679	9606.ENSP00000255746
TPM3	9606.ENSP00000357516
ABL1	9606.ENSP00000361423
ZNF781	9606.ENSP00000351391
DSTYK	9606.ENSP00000356130
LRRC46	9606.ENSP00000269025
PLCB1	9606.ENSP00000338185
ZFP69	9606.ENSP00000361790
UGT1A9	9606.ENSP00000346768
STX10	9606.ENSP00000466298
FBXO42	9606.ENSP00000364742
ZNF250	9606.ENSP00000292579
ZNF286B	9606.ENSP00000461413
PAK4	9606.ENSP00000351049
INSIG1	9606.ENSP00000344741
CD59	9606.ENSP00000340210
ZNF485	9606.ENSP00000354694
MYLK3	9606.ENSP00000378288
AKT3	9606.ENSP00000263826
ANKRD20A3	9606.ENSP00000254835
SP5	9606.ENSP00000364430
LRCH1	9606.ENSP00000374447
ZNF425	9606.ENSP00000367300
ZNF543	9606.ENSP00000322545
SCFD1	9606.ENSP00000390783
LRRC17	9606.ENSP00000344242
ARHGEF3	9606.ENSP00000341071
ZNF700	9606.ENSP00000254321
ASB16	9606.ENSP00000293414
LRCH3	9606.ENSP00000334375
ZNF783	9606.ENSP00000410890
PRKCQ	9606.ENSP00000263125
LRRC39	9606.ENSP00000344470
ADCY8	9606.ENSP00000286355
LRTM1	9606.ENSP00000273286
ACTR3C	9606.ENSP00000252071
ZNF530	9606.ENSP00000332861
ZNF70	9606.ENSP00000339314
ZNF48	9606.ENSP00000324056
DYNC1I1	9606.ENSP00000320130
STX8	9606.ENSP00000305255
WT1	9606.ENSP00000331327
MAPK12	9606.ENSP00000215659
CFL2	9606.ENSP00000298159
PDLIM2	9606.ENSP00000312634
ZNF142	9606.ENSP00000398798
TBC1D24	9606.ENSP00000293970
GOLGA1	9606.ENSP00000362656
EPHB6	9606.ENSP00000376684
KIF21A	9606.ENSP00000354878
ZNF836	9606.ENSP00000325038
ZNF362	9606.ENSP00000362527
ASAP1	9606.ENSP00000350297
8-Sep	9606.ENSP00000367991
TLR3	9606.ENSP00000296795
SOD1	9606.ENSP00000270142
RALBP1	9606.ENSP00000019317
PDLIM3	9606.ENSP00000284770
ZSCAN5DP	9606.ENSP00000470691
ZFPM1	9606.ENSP00000326630
ZNF627	9606.ENSP00000354414
PLSCR2	9606.ENSP00000420132
IQGAP1	9606.ENSP00000268182
ACLY	9606.ENSP00000253792
ANKS3	9606.ENSP00000304586
9606.ENSP00000454833	9606.ENSP00000454833
ZNF467	9606.ENSP00000304769
12-Sep	9606.ENSP00000268231
RIPK1	9606.ENSP00000259808
ASNA1	9606.ENSP00000349887
ZFP57	9606.ENSP00000418259
MYH9	9606.ENSP00000216181
ZNF408	9606.ENSP00000309606
PODNL1	9606.ENSP00000345175
MELK	9606.ENSP00000298048
RASA3	9606.ENSP00000335029
ZFX	9606.ENSP00000304985
ZNF791	9606.ENSP00000342974
ZNF705D	9606.ENSP00000382957
ZNF239	9606.ENSP00000307774
CDK17	9606.ENSP00000261211
EPHA6	9606.ENSP00000374323
SEC14L2	9606.ENSP00000316203
PRIM1	9606.ENSP00000350491
LRFN4	9606.ENSP00000312535
ZFP2	9606.ENSP00000354453
MYH15	9606.ENSP00000273353
PAPSS1	9606.ENSP00000265174
SEC23B	9606.ENSP00000262544
PRPS1L1	9606.ENSP00000424595
ZNF599	9606.ENSP00000333802
TEK	9606.ENSP00000369375
UACA	9606.ENSP00000314556
CNTD2	9606.ENSP00000396755
ZNF217	9606.ENSP00000304308
RAB6A	9606.ENSP00000311449
ZNF93	9606.ENSP00000342002
NKPD1	9606.ENSP00000321976
TXNDC16	9606.ENSP00000281741
MYL7	9606.ENSP00000223364
ANKRD24	9606.ENSP00000321731
ZNF20	9606.ENSP00000335437
PAK5	9606.ENSP00000322957
ZNF526	9606.ENSP00000301215
CABP2	9606.ENSP00000294288
TPM2	9606.ENSP00000354219
9606.ENSP00000471625	9606.ENSP00000471625
ZNF630	9606.ENSP00000386393
ASB12	9606.ENSP00000355195
ACTBL2	9606.ENSP00000416706
JAK3	9606.ENSP00000391676
MAP2K2	9606.ENSP00000262948
ZNF550	9606.ENSP00000422344
ELMOD1	9606.ENSP00000265840
TSSK6	9606.ENSP00000354168
NFKBIE	9606.ENSP00000275015
ZNF512B	9606.ENSP00000217130
SSH1	9606.ENSP00000315713
FEM1B	9606.ENSP00000307298
GUCY2D	9606.ENSP00000254854
CYB5R4	9606.ENSP00000358695
ZNF648	9606.ENSP00000344129
KLF11	9606.ENSP00000307023
ATP6V1B1	9606.ENSP00000234396
MYH4	9606.ENSP00000255381
UGT2B17	9606.ENSP00000320401
AP4B1	9606.ENSP00000256658
SLC2A4	9606.ENSP00000320935
DUSP8	9606.ENSP00000329539
ZNF607	9606.ENSP00000347338
DOCK2	9606.ENSP00000256935
DCTN2	9606.ENSP00000408910
ZBTB7B	9606.ENSP00000292176
LRIG1	9606.ENSP00000273261
ZNF83	9606.ENSP00000301096
CTSA	9606.ENSP00000361562
DOCK5	9606.ENSP00000276440
PAK6	9606.ENSP00000260404
HIVEP2	9606.ENSP00000012134
ZNF454	9606.ENSP00000326249
ZNF101	9606.ENSP00000319716
ZNF146	9606.ENSP00000392095
ADCY4	9606.ENSP00000312126
ZBTB47	9606.ENSP00000232974
UBE2D1	9606.ENSP00000363019
TF	9606.ENSP00000385834
SOS1	9606.ENSP00000384675
STK38	9606.ENSP00000229812
KIF24	9606.ENSP00000368464
CAPS	9606.ENSP00000222125
ZNF629	9606.ENSP00000262525
PRPS2	9606.ENSP00000381504
ZNF254	9606.ENSP00000349494
ZNF570	9606.ENSP00000331540
ZNF695	9606.ENSP00000341236
LRRC63	9606.ENSP00000469337
