Gene Symbol	hsa:ENTREZ_GENE_ID
KIN	hsa:22944
TSPAN9	hsa:10867
FMO1	hsa:2326
WRN	hsa:7486
LY75	hsa:4065
NCAM2	hsa:4685
GAL3ST1	hsa:9514
XPA	hsa:7507
ASB9	hsa:140462
MTTP	hsa:4547
CYP27B1	hsa:1594
DLEU1	hsa:10301
MMP10	hsa:4319
BCL2A1	hsa:597
APOM	hsa:55937
TPSAB1	hsa:7177
DENND4C	hsa:55667
CD86	hsa:942
UBFD1	hsa:56061
TFAP4	hsa:7023
BUD31	hsa:8896
SYNGR3	hsa:9143
CD38	hsa:952
TYRP1	hsa:7306
GFRA1	hsa:2674
SCGN	hsa:10590
MAP2K6	hsa:5608
HSD17B6	hsa:8630
IPO8	hsa:10526
PHTF1	hsa:10745
ANKRD26	hsa:22852
IL17RA	hsa:23765
TRPM2	hsa:7226
CDS1	hsa:1040
LRP2	hsa:4036
ATP5C1	hsa:509
PTPRD	hsa:5789
COMP	hsa:1311
ZMYND10	hsa:51364
BST1	hsa:683
SLC25A40	hsa:55972
PCDHGA1	hsa:5098
ITGB7	hsa:3695
LOC101929036	hsa:5053
POMC	hsa:5443
GFRA2	hsa:2675
CNTFR	hsa:1271
PKP1	hsa:5317
SCGB1A1	hsa:7356
TEP1	hsa:7011
ABLIM3	hsa:22885
NCOA2	hsa:10499
BLM	hsa:641
PGAM2	hsa:5224
KCNQ2	hsa:3785
FABP3	hsa:2170
RBM42	hsa:79171
DTNA	hsa:1837
TNNI3	hsa:7137
STAC	hsa:6769
DOC2A	hsa:8448
ADAM17	hsa:6868
CBLN1	hsa:869
RNF126	hsa:55658
CYP1A1	hsa:1543
BPHL	hsa:670
SH3GL2	hsa:6456
GSTM5	hsa:2949
CRP	hsa:1401
F2	hsa:2147
ITIH3	hsa:3699
F8	hsa:2157
CD8A	hsa:925
SULT2B1	hsa:6820
DUS4L	hsa:11062
DDX18	hsa:8886
CYP3A5	hsa:1577
TCAP	hsa:8557
SLC27A2	hsa:11001
GSR	hsa:2936
AKAP7	hsa:9465
F12	hsa:2161
FAM50B	hsa:26240
DUSP9	hsa:1852
KLK7	hsa:5650
RAMP2	hsa:10266
BIK	hsa:638
VPS9D1	hsa:9605
KLK13	hsa:26085
ITGAM	hsa:3684
CD1D	hsa:912
SKAP1	hsa:8631
WISP2	hsa:8839
TNK1	hsa:8711
NOVA1	hsa:4857
NRXN3	hsa:9369
TCP11L1	hsa:55346
IL7R	hsa:3575
SLC3A1	hsa:6519
RASGRP3	hsa:25780
TRPC1	hsa:7220
TRAF3IP3	hsa:80342
ROR1	hsa:4919
ROM1	hsa:6094
TUFT1	hsa:7286
ASPH	hsa:444
WASL	hsa:8976
POLG2	hsa:11232
TMED9	hsa:54732
MAT1A	hsa:4143
GRM3	hsa:2913
REG3A	hsa:5068
SIX1	hsa:6495
MARCO	hsa:8685
APOC3	hsa:345
HMGCS1	hsa:3157
HSPB2	hsa:3316
PCSK1	hsa:5122
MYOM2	hsa:9172
CCK	hsa:885
MMP3	hsa:4314
HSD17B1	hsa:3292
CLGN	hsa:1047
CD2	hsa:914
CPA4	hsa:51200
PART1	hsa:25859
BZRAP1	hsa:9256
GH1	hsa:2688
CRAT	hsa:1384
CACNA1H	hsa:8912
PRSS22	hsa:64063
GAS2	hsa:2620
UQCRB	hsa:7381
NME6	hsa:10201
CDK5R2	hsa:8941
ZBTB7B	hsa:51043
TULP3	hsa:7289
ZNF197	hsa:10168
SLC14A1	hsa:6563
NGFR	hsa:4804
LY86	hsa:9450
FOLH1	hsa:2346
SPIB	hsa:6689
GREB1	hsa:9687
S100A12	hsa:6283
SLC7A4	hsa:6545
ARID3A	hsa:1820
FCN3	hsa:8547
PRSS1	hsa:5644
BDKRB2	hsa:624
PLGLB1	hsa:5342
PDE4DIP	hsa:9659
ITPKA	hsa:3706
LIFR	hsa:3977
ZC3H7B	hsa:23264
POU6F1	hsa:5463
RET	hsa:5979
PRKD1	hsa:5587
ZNF74	hsa:7625
ZBTB16	hsa:7704
ITGA4	hsa:3676
REG1B	hsa:5968
MSH3	hsa:4437
JAKMIP2	hsa:9832
ADORA2B	hsa:136
FABP1	hsa:2168
NLGN1	hsa:22871
ARSE	hsa:415
NOLC1	hsa:9221
SLC22A4	hsa:6583
NFATC4	hsa:4776
CCNA1	hsa:8900
KRT1	hsa:3848
PNOC	hsa:5368
KCNN3	hsa:3782
MICA	hsa:100507436
MICA	hsa:4277
FOXJ1	hsa:2302
OMD	hsa:4958
POLE2	hsa:5427
PTH1R	hsa:5745
PNLIP	hsa:5406
PLIN1	hsa:5346
GRIN1	hsa:2902
S100A7	hsa:6278
SLC4A3	hsa:6508
HBE1	hsa:3046
SLC6A6	hsa:6533
VNN2	hsa:8875
RELN	hsa:5649
RAB3B	hsa:5865
IL27RA	hsa:9466
CTSE	hsa:1510
ZNF443	hsa:10224
GPA33	hsa:10223
GTF2E1	hsa:2960
CREB5	hsa:9586
MSX1	hsa:4487
SETBP1	hsa:26040
PLCL1	hsa:5334
FOXF1	hsa:2294
HK3	hsa:3101
CGREF1	hsa:10669
PPM1E	hsa:22843
CYP3A7	hsa:1551
MYH3	hsa:4621
COL10A1	hsa:1300
ACSM3	hsa:6296
TDO2	hsa:6999
CLTCL1	hsa:8218
IL6R	hsa:3570
VIPR2	hsa:7434
PTPRT	hsa:11122
CA1	hsa:759
MYH1	hsa:4619
KCNK3	hsa:3777
LRIG2	hsa:9860
RXRG	hsa:6258
PSMC3IP	hsa:29893
PLXNB3	hsa:5365
CSHL1	hsa:1444
MMP13	hsa:4322
ZNF426	hsa:79088
BATF	hsa:10538
TAF13	hsa:6884
HIST1H4A	hsa:8294
KCNS3	hsa:3790
AADAC	hsa:13
MT3	hsa:4504
CTRB1	hsa:1504
SLC38A3	hsa:10991
HOXD1	hsa:3231
FASTKD2	hsa:22868
EPHA1	hsa:2041
KL	hsa:9365
SCGB2A1	hsa:4246
ING2	hsa:3622
SFTPC	hsa:6440
DPEP1	hsa:1800
CRHBP	hsa:1393
AATK	hsa:9625
CD1C	hsa:911
CD84	hsa:8832
WNT5A	hsa:7474
PRRX1	hsa:5396
IL15	hsa:3600
TBX2	hsa:6909
ELK4	hsa:2005
IQCB1	hsa:9657
AK2	hsa:204
ADAM28	hsa:10863
CYP3A4	hsa:1576
MEP1A	hsa:4224
NPY	hsa:4852
GPR64	hsa:10149
CEP135	hsa:9662
TGM3	hsa:7053
CEP162	hsa:22832
PRG4	hsa:10216
TGM1	hsa:7051
HABP2	hsa:3026
CASP1	hsa:834
LEFTY1	hsa:7044
ACTL6B	hsa:51412
FOXJ3	hsa:22887
CCDC22	hsa:28952
KIAA0319	hsa:9856
FOXG1	hsa:2290
SOCS6	hsa:9306
SCAND2P	hsa:54581
NDP	hsa:4693
NMU	hsa:10874
HPD	hsa:3242
TNFAIP6	hsa:7130
S100A3	hsa:6274
MERTK	hsa:10461
ANKRD1	hsa:27063
ASPA	hsa:443
USP5	hsa:8078
DSC3	hsa:1825
REL	hsa:5966
NR2C2	hsa:7182
RAB33A	hsa:9363
MAPK11	hsa:5600
ATP2C2	hsa:9914
BRAF	hsa:673
NOL4	hsa:8715
GNB3	hsa:2784
OVOL2	hsa:58495
SELP	hsa:6403
ELAVL4	hsa:1996
SLBP	hsa:7884
ZNF510	hsa:22869
KNG1	hsa:3827
SNRPA1	hsa:6627
SLC6A12	hsa:6539
PTPN22	hsa:26191
DICER1	hsa:23405
PPIL2	hsa:23759
DPYS	hsa:1807
RAD51C	hsa:5889
WT1	hsa:7490
ACADL	hsa:33
EPHA3	hsa:2042
UCN	hsa:7349
COLQ	hsa:8292
HMGA1	hsa:3159
LRRC23	hsa:10233
KEL	hsa:3792
PLCH2	hsa:9651
SLC24A1	hsa:9187
HCP5	hsa:10866
BAI1	hsa:575
PTPRR	hsa:5801
CTH	hsa:1491
LRRC37A3	hsa:374819
MATN3	hsa:4148
RTEL1	hsa:51750
TNXA	hsa:7146
ZNF35	hsa:7584
SLC22A18AS	hsa:5003
ZBTB6	hsa:10773
PRKCH	hsa:5583
CPM	hsa:1368
GINS1	hsa:9837
RAC3	hsa:5881
ISL1	hsa:3670
AFF2	hsa:2334
SRSF6	hsa:6431
FUT1	hsa:2523
HIST1H3A	hsa:8350
RNASE2	hsa:6036
ANKRD7	hsa:56311
RAB5A	hsa:5868
EPHA4	hsa:2043
EGR3	hsa:1960
STAT4	hsa:6775
BHMT	hsa:635
CD33	hsa:945
AMPD1	hsa:270
SOX15	hsa:6665
LLGL1	hsa:3996
CXCR5	hsa:643
ELK3	hsa:2004
ADRA2C	hsa:152
ASGR2	hsa:433
CLPS	hsa:1208
MCC	hsa:4163
XAF1	hsa:54739
ADAMDEC1	hsa:27299
FZD5	hsa:7855
RIMS2	hsa:9699
PI4KB	hsa:5298
LHX2	hsa:9355
MOCS3	hsa:27304
SLC26A3	hsa:1811
RHAG	hsa:6005
SCML2	hsa:10389
IL3RA	hsa:3563
CHP2	hsa:63928
CD27	hsa:939
CELA3B	hsa:23436
AGAP2	hsa:116986
CYP4F11	hsa:57834
RLBP1	hsa:6017
ABCC2	hsa:1244
GJB5	hsa:2709
PTX3	hsa:5806
CNBP	hsa:7555
GDF10	hsa:2662
APOBEC2	hsa:10930
SYT5	hsa:6861
MAB21L1	hsa:4081
CLCA2	hsa:9635
ARHGAP6	hsa:395
ADRB2	hsa:154
ADORA3	hsa:140
IL13RA2	hsa:3598
ZNF222	hsa:7673
BMP6	hsa:654
ARG1	hsa:383
PLA2G5	hsa:5322
TPPP	hsa:11076
ZNF747	hsa:65988
ZNF134	hsa:7693
CRKL	hsa:1399
CRYBB1	hsa:1414
MPP3	hsa:4356
ZNF623	hsa:9831
GPR17	hsa:2840
CDSN	hsa:1041
HOXC4	hsa:3221
GH2	hsa:2689
RUNDC3A	hsa:10900
NME5	hsa:8382
CEACAM7	hsa:1087
ANXA11	hsa:311
MEOX2	hsa:4223
RCVRN	hsa:5957
GRB14	hsa:2888
CD180	hsa:4064
CLC	hsa:1178
CA4	hsa:762
CETP	hsa:1071
SELE	hsa:6401
CPA2	hsa:1358
WNT10B	hsa:7480
PLA2G7	hsa:7941
OPCML	hsa:4978
SRPK3	hsa:26576
EDA	hsa:1896
MAGEB2	hsa:4113
VAV1	hsa:7409
RASA3	hsa:22821
TNFRSF10C	hsa:8794
LMTK2	hsa:22853
CST1	hsa:1469
ZNF507	hsa:22847
HRG	hsa:3273
CILP	hsa:8483
PAX2	hsa:5076
LHX1	hsa:3975
KCNN1	hsa:3780
B4GALT6	hsa:9331
MMP17	hsa:4326
LIG4	hsa:3981
GPR4	hsa:2828
NRG1	hsa:3084
YAF2	hsa:10138
SPINK1	hsa:6690
ZNF136	hsa:7695
KPNA5	hsa:3841
TM4SF5	hsa:9032
TIMP4	hsa:7079
CR1	hsa:1378
PFKFB4	hsa:5210
MICB	hsa:4277
PRKCE	hsa:5581
AVPR1A	hsa:552
DLG2	hsa:1740
EGF	hsa:1950
BLK	hsa:640
CPN1	hsa:1369
CCDC9	hsa:26093
ST8SIA5	hsa:29906
PROC	hsa:5624
TGM4	hsa:7047
ZNF239	hsa:8187
ADH1C	hsa:126
FMO4	hsa:2329
GPLD1	hsa:2822
MATK	hsa:4145
LEFTY1	hsa:10637
GCM1	hsa:8521
PRKCG	hsa:5582
TLR3	hsa:7098
SLMO1	hsa:10650
CROCC	hsa:9696
MICAL2	hsa:9645
LY6D	hsa:8581
P2RY2	hsa:5029
PTAFR	hsa:5724
PRKY	hsa:5616
CDH18	hsa:1016
ADCYAP1	hsa:116
NPHP1	hsa:4867
TDGF1	hsa:6997
ITIH4	hsa:3700
PGGT1B	hsa:5229
HOXA4	hsa:3201
NTS	hsa:4922
SULT2A1	hsa:6822
HSD3B2	hsa:3284
IL18	hsa:3606
MAP4K1	hsa:11184
CTRC	hsa:11330
FAM155B	hsa:27112
PTHLH	hsa:5744
TEC	hsa:7006
NUDT4	hsa:11163
MYBPH	hsa:4608
C8A	hsa:731
RYR3	hsa:6263
FOXD1	hsa:2297
TRDMT1	hsa:1787
LECT1	hsa:11061
SPINK2	hsa:6691
PLA2G1B	hsa:5319
GUCY2C	hsa:2984
HLA-DOA	hsa:3111
ZKSCAN7	hsa:55888
CRLF1	hsa:9244
KNTC1	hsa:9735
ABCB8	hsa:11194
EPPIN	hsa:57119
SMAD9	hsa:4093
RFX1	hsa:5989
SYN3	hsa:8224
OPHN1	hsa:4983
DAPK2	hsa:23604
SERPINA6	hsa:866
GRP	hsa:2922
CDH15	hsa:1013
EXTL1	hsa:2134
SHC3	hsa:53358
CALCRL	hsa:10203
IFI16	hsa:3428
MSI1	hsa:4440
LIPF	hsa:8513
GALNS	hsa:2588
CXCL6	hsa:6372
CCR7	hsa:1236
CARTPT	hsa:9607
IL2RA	hsa:3559
PON1	hsa:5444
PRLR	hsa:5618
PDK3	hsa:5165
LGI1	hsa:9211
APCS	hsa:325
PEX10	hsa:5192
COX6A2	hsa:1339
SLCO1B3	hsa:28234
GNAL	hsa:2774
OPA3	hsa:80207
PRM1	hsa:5619
SOCS3	hsa:9021
PTGDR2	hsa:11251
MAP3K10	hsa:4294
KIF14	hsa:9928
XCL1	hsa:6375
REN	hsa:5972
CPLX2	hsa:10814
PIK3CG	hsa:5294
FOLR3	hsa:2352
MYF6	hsa:4618
ZIC1	hsa:7545
DUSP8	hsa:1850
HSPB3	hsa:8988
SLC6A15	hsa:55117
FOXF2	hsa:2295
SCGB2A2	hsa:4250
CFP	hsa:5199
SCN2A	hsa:6326
BDNF	hsa:627
G3BP2	hsa:9908
CACNG3	hsa:10368
ANK3	hsa:288
SERPINA7	hsa:6906
CDX2	hsa:1045
PDE3A	hsa:5139
PF4	hsa:5196
RARRES1	hsa:5918
TNNI2	hsa:7136
MYBPC2	hsa:4606
DGKG	hsa:1608
SLC1A1	hsa:6505
CERS1	hsa:2657
CD19	hsa:930
LGALS7	hsa:3963
NPFF	hsa:8620
ZNF536	hsa:9745
FGF9	hsa:2254
SMCP	hsa:4184
CCL13	hsa:6357
LRRTM2	hsa:26045
TIAM1	hsa:7074
NR0B2	hsa:8431
ABL2	hsa:27
FER	hsa:2241
TCL1B	hsa:9623
ASAP2	hsa:8853
ZNF205	hsa:7755
CNGA1	hsa:1259
NOX1	hsa:27035
RORC	hsa:6097
IGSF6	hsa:10261
SERPINB7	hsa:8710
GCG	hsa:2641
ANGPTL7	hsa:10218
CYP26A1	hsa:1592
TRPC3	hsa:7222
MLANA	hsa:2315
F2RL1	hsa:2150
CDX1	hsa:1044
TBC1D9B	hsa:23061
HAS2	hsa:3037
MPPED1	hsa:758
S1PR4	hsa:8698
TCTN2	hsa:79867
EPYC	hsa:1833
LIN7A	hsa:8825
COMMD4	hsa:54939
SEMG1	hsa:6406
RORB	hsa:6096
PDE1B	hsa:5153
CELA2A	hsa:51032
MASP1	hsa:5648
DBH	hsa:1621
TBCCD1	hsa:55171
PPP2R4	hsa:5524
NDRG2	hsa:57447
RHO	hsa:6010
GABRA5	hsa:2558
DIO1	hsa:1733
WNT2B	hsa:7482
AJAP1	hsa:55966
MT1H	hsa:4496
DHRS2	hsa:10202
BMX	hsa:660
ACSBG1	hsa:23205
RTEL1-TNFRSF6B	hsa:8771
METTL13	hsa:51603
AKR7A3	hsa:22977
PLXNC1	hsa:10154
TLE3	hsa:7090
CDK17	hsa:5128
NOVA2	hsa:4858
KIAA0125	hsa:9834
TRPM1	hsa:4308
LTC4S	hsa:4056
LDB2	hsa:9079
LRRC6	hsa:23639
XPNPEP2	hsa:7512
CD5	hsa:921
LAG3	hsa:3902
SUN1	hsa:23353
CD36	hsa:948
NAPA	hsa:8775
FHIT	hsa:2272
ITGA2B	hsa:3674
HINFP	hsa:25988
FMO3	hsa:2328
COA1	hsa:55744
OCA2	hsa:4948
RCC1	hsa:1104
MIS18BP1	hsa:55320
ETV1	hsa:2115
INSM1	hsa:3642
PML	hsa:5371
CYP24A1	hsa:1591
UGT2B4	hsa:7363
SUPT3H	hsa:8464
ZSCAN12	hsa:9753
CD70	hsa:970
PIP	hsa:5304
SIX2	hsa:10736
AIM2	hsa:9447
CYP4F2	hsa:4051
CYP4F3	hsa:4051
AMH	hsa:268
CDH16	hsa:1014
RGS9	hsa:8787
SIGLEC6	hsa:946
GTF2A1	hsa:2957
MGAM	hsa:8972
CYTH3	hsa:9265
T	hsa:6862
GABRR1	hsa:2569
RIBC2	hsa:26150
ABAT	hsa:18
TRPC6	hsa:7225
SLC26A4	hsa:5172
RAB30	hsa:27314
DPF1	hsa:8193
CHRNA5	hsa:1138
GRIN2A	hsa:2903
SLC2A2	hsa:6514
XIAP	hsa:331
MRAS	hsa:22808
CYP4F12	hsa:66002
GLB1L	hsa:79411
KLKB1	hsa:3818
SMARCA2	hsa:6595
CD28	hsa:940
SYCP2	hsa:10388
PPEF1	hsa:5475
INSL4	hsa:3641
NUP155	hsa:9631
KLHL24	hsa:54800
TAC1	hsa:6863
THUMPD1	hsa:55623
CLUL1	hsa:27098
ZNF702P	hsa:79986
MIA	hsa:8190
AKR1B10	hsa:57016
OPRL1	hsa:4987
SMA4	hsa:11039
SLC7A1	hsa:6541
TNP1	hsa:7141
IL24	hsa:11009
PSG11	hsa:5680
PTP4A3	hsa:11156
CDKL5	hsa:6792
CEACAM1	hsa:634
VIP	hsa:7432
NKX2-5	hsa:1482
ZKSCAN8	hsa:7745
EFEMP2	hsa:30008
GPR56	hsa:9289
LY96	hsa:23643
MKRN3	hsa:7681
CNR2	hsa:1269
CCT6B	hsa:10693
DAZL	hsa:1618
GFI1	hsa:2672
DRD2	hsa:1813
AP3D1	hsa:8943
MED22	hsa:6837
PASK	hsa:23178
CST6	hsa:1474
NRL	hsa:4901
INS	hsa:3630
SLC16A5	hsa:9121
HOXD3	hsa:3232
SLC2A4	hsa:6517
OVOL1	hsa:5017
ENDOU	hsa:8909
LIPC	hsa:3990
CBL	hsa:867
RPGRIP1	hsa:57096
MAGEC1	hsa:9947
C2orf27A	hsa:29798
CACNG1	hsa:786
TAF1A	hsa:9015
GDF5	hsa:8200
RENBP	hsa:5973
IL18R1	hsa:8809
DKK4	hsa:27121
GRAP	hsa:10750
EIF4H	hsa:7458
TRH	hsa:7200
PDE6A	hsa:5145
USP9Y	hsa:8287
PRPH2	hsa:5961
SSX1	hsa:6756
SLC5A1	hsa:6523
ADAMTSL2	hsa:9719
PTGER2	hsa:5732
APOBEC3B	hsa:9582
CHRNA1	hsa:1134
SIX3	hsa:6496
CHRNB2	hsa:1141
RASA2	hsa:5922
P2RY14	hsa:9934
HTR2B	hsa:3357
HTN1	hsa:3346
GAGE12B	hsa:2574
TNFRSF17	hsa:608
DSG1	hsa:1828
HAL	hsa:3034
NR0B1	hsa:190
GLI1	hsa:2735
HBZ	hsa:3050
ZNF571	hsa:51276
IQCC	hsa:55721
CPB2	hsa:1361
ZMYM5	hsa:9205
POLR3G	hsa:10622
GP1BB	hsa:2812
APMAP	hsa:57136
MYOD1	hsa:4654
UPK3B	hsa:80761
IGLL1	hsa:3543
GLRX	hsa:2745
SP4	hsa:6671
SI	hsa:6476
BCL2L1	hsa:598
GZMK	hsa:3003
SAG	hsa:6295
AQP2	hsa:359
GPR176	hsa:11245
FLT3	hsa:2322
SKIL	hsa:6498
CEACAM8	hsa:1088
KRT31	hsa:3881
GABRA1	hsa:2554
APBA1	hsa:320
CD5L	hsa:922
GP2	hsa:2813
CLEC10A	hsa:10462
ZNF165	hsa:7718
ATF7	hsa:11016
HCG4	hsa:54435
PDK1	hsa:5163
PTPN6	hsa:5777
CPSF4	hsa:10898
KAT5	hsa:10524
ASIC2	hsa:40
PDIA2	hsa:64714
KCNJ10	hsa:3766
IL7	hsa:3574
PNLIPRP1	hsa:5407
ZNF43	hsa:7594
GPR143	hsa:4935
HP	hsa:3240
XK	hsa:7504
NPAS1	hsa:4861
KDM5D	hsa:8284
TEK	hsa:7010
CHRNB1	hsa:1140
CLCN5	hsa:1184
TULP1	hsa:7287
NTF3	hsa:4908
FAM65B	hsa:9750
FOXN2	hsa:3344
GPT	hsa:2875
EPB41L3	hsa:23136
TMEM257	hsa:9142
GRTP1	hsa:79774
NTNG1	hsa:22854
TFEC	hsa:22797
UMOD	hsa:7369
MYH8	hsa:4626
LMO1	hsa:4004
SYNGR4	hsa:23546
MGAT5	hsa:4249
LPAR2	hsa:9170
CBX4	hsa:8535
HPGDS	hsa:27306
C9	hsa:735
TNFRSF8	hsa:943
SLITRK3	hsa:22865
TULP2	hsa:7288
CHRNA4	hsa:1137
WNT11	hsa:7481
HOXC5	hsa:3222
SYCP1	hsa:6847
SSUH2	hsa:51066
FIGF	hsa:2277
ASGR1	hsa:432
HOXC11	hsa:3227
BFSP1	hsa:631
CD1B	hsa:910
MAFK	hsa:7975
PCYT1B	hsa:9468
DFFB	hsa:1677
RDH16	hsa:8608
CYP2B6	hsa:1555
CHST7	hsa:56548
EDN2	hsa:1907
FCER2	hsa:2208
KCNA5	hsa:3741
FKBP6	hsa:8468
MPPE1	hsa:65258
KCNJ2	hsa:3759
ITGA10	hsa:8515
RPL3L	hsa:6123
TMSB4Y	hsa:9087
SLC35A3	hsa:23443
UPK3A	hsa:7380
PTH2R	hsa:5746
LY6H	hsa:4062
FRMPD1	hsa:22844
CUBN	hsa:8029
ACRV1	hsa:56
CRYBB2	hsa:1415
ASMT	hsa:438
DNAJC4	hsa:3338
AQP8	hsa:343
KLRC1	hsa:3821
HTN3	hsa:3347
BRDT	hsa:676
POU2F1	hsa:5451
NDUFB1	hsa:4707
LOC729966	hsa:5143
PNMT	hsa:5409
ERBB4	hsa:2066
F2RL2	hsa:2151
WISP1	hsa:8840
NAT2	hsa:10
DLEC1	hsa:9940
SCGB1D2	hsa:10647
MTHFR	hsa:4524
NPPB	hsa:4879
PAX5	hsa:5079
PDYN	hsa:5173
CD3G	hsa:917
SEMA3A	hsa:10371
DGKI	hsa:9162
HNRNPA3P1	hsa:10151
HNRNPA3	hsa:10151
LOC101060181	hsa:51710
ADCY8	hsa:114
ADRB3	hsa:155
CTF1	hsa:1489
NGF	hsa:4803
SPAG8	hsa:26206
CELF3	hsa:11189
POM121L9P	hsa:29774
L3MBTL1	hsa:26013
CES1P1	hsa:51716
OXTR	hsa:5021
PMP2	hsa:5375
TXK	hsa:7294
ZNF430	hsa:80264
SLC4A10	hsa:57282
ARSD	hsa:414
SEMA3F	hsa:6405
ACYP2	hsa:98
HBD	hsa:3045
STATH	hsa:6779
SLC6A3	hsa:6531
ALX1	hsa:8092
TBX19	hsa:9095
C22orf31	hsa:25770
AFM	hsa:173
PDE6H	hsa:5149
KCND1	hsa:3750
CRYBA4	hsa:1413
FBP2	hsa:8789
RNF40	hsa:9810
HDAC6	hsa:10013
HOXA7	hsa:3204
COX20	hsa:116228
RASL10A	hsa:10633
RNASE3	hsa:6037
MAP3K7	hsa:6885
HYAL2	hsa:8692
LILRB5	hsa:10990
FKBP1B	hsa:2281
HOXC6	hsa:3223
PAEP	hsa:5047
MIOS	hsa:54468
CGGBP1	hsa:8545
HRK	hsa:8739
GCKR	hsa:2646
STARD8	hsa:9754
CHAD	hsa:1101
ELANE	hsa:1991
SLK	hsa:9748
MXD1	hsa:4084
DAO	hsa:1610
NRG2	hsa:9542
P2RX6	hsa:9127
LILRA3	hsa:11026
GP9	hsa:2815
ARHGDIG	hsa:398
ACTN3	hsa:89
AMHR2	hsa:269
SALL1	hsa:6299
APOA4	hsa:337
PPP1R3A	hsa:5506
GNG7	hsa:2788
PAGE1	hsa:8712
NTSR2	hsa:23620
ZNF253	hsa:56242
C19orf57	hsa:79173
MATN1	hsa:4146
ICAM5	hsa:7087
TNFSF9	hsa:8744
CFHR2	hsa:3080
TRIM25	hsa:7706
FOXE1	hsa:2304
BAAT	hsa:570
CRTAM	hsa:56253
NKX2-2	hsa:4821
GNA13	hsa:10672
CPNE1	hsa:8904
GLE1	hsa:2733
VCY	hsa:9084
IL11	hsa:3589
GUCY1A2	hsa:2977
ZNF124	hsa:7678
NFIC	hsa:4782
GLYAT	hsa:10249
ZNF141	hsa:7700
CH25H	hsa:9023
PCDH8	hsa:5100
SPTA1	hsa:6708
SRD5A2	hsa:6716
DCC	hsa:1630
POU4F1	hsa:5457
SEMA3E	hsa:9723
PMCH	hsa:5367
TGFBR1	hsa:7046
LCT	hsa:3938
HCN4	hsa:10021
B3GALT5	hsa:10317
NEU3	hsa:10825
RUSC1	hsa:23623
SCN9A	hsa:6335
HIST1H4E	hsa:8367
WT1-AS	hsa:51352
AQP7	hsa:364
BGLAP	hsa:632
AGXT	hsa:189
UPF3A	hsa:65110
LPAR4	hsa:2846
MED20	hsa:9477
NAT8	hsa:9027
NAT8B	hsa:51471
KLF12	hsa:11278
CCNT1	hsa:904
NFRKB	hsa:4798
KRT34	hsa:3885
CNTN2	hsa:6900
GPR161	hsa:23432
CXCR6	hsa:10663
LTA	hsa:4049
HSPH1	hsa:10808
PTH	hsa:5741
CCR2	hsa:729230
C8B	hsa:732
FLT3LG	hsa:2323
SCN4A	hsa:6329
CRYBA1	hsa:1411
CCR6	hsa:1235
RIT2	hsa:6014
HSD17B3	hsa:3293
FGF18	hsa:8817
CCL25	hsa:6370
CCR5	hsa:1234
CST4	hsa:1472
CACNB1	hsa:782
HS6ST1	hsa:9394
PRB3	hsa:5544
IL12RB2	hsa:3595
PPP3CC	hsa:5533
TSC22D3	hsa:1831
PLAGL1	hsa:5325
GUCA2A	hsa:2980
CCDC106	hsa:29903
CXCR2	hsa:3579
PHOX2B	hsa:8929
MMP16	hsa:4325
ALDH1A2	hsa:8854
RAB27B	hsa:5874
AKAP4	hsa:8852
HSF2BP	hsa:11077
ZPBP	hsa:11055
LDHC	hsa:3948
KRT10	hsa:3858
CHRND	hsa:1144
GJC2	hsa:57165
ATP2B3	hsa:492
HGFAC	hsa:3083
MYCNOS	hsa:10408
KITLG	hsa:4254
CSRP2	hsa:1466
NKX3-2	hsa:579
CRISP1	hsa:167
GIF	hsa:2694
GLI2	hsa:2736
SLC30A3	hsa:7781
GRIN2D	hsa:2906
TNFRSF11A	hsa:8792
SLC16A6	hsa:9120
CDKN2A	hsa:1029
ST13	hsa:6767
MASP2	hsa:10747
E2F2	hsa:1870
SLC6A9	hsa:6536
THRB	hsa:7068
CLCNKA	hsa:1187
CACNA2D1	hsa:781
HAVCR1	hsa:26762
IMPG1	hsa:3617
SLC16A7	hsa:9194
PAX9	hsa:5083
EN2	hsa:2020
ERN1	hsa:2081
IAPP	hsa:3375
NCRNA00185	hsa:55410
AOC2	hsa:314
KRT75	hsa:9119
HRC	hsa:3270
HDC	hsa:3067
ZFP37	hsa:7539
SMAD6	hsa:4091
ACO1	hsa:48
IL18RAP	hsa:8807
CDKL2	hsa:8999
SLC18A1	hsa:6570
NLRP3	hsa:114548
ASS1	hsa:445
CELA2B	hsa:51032
MED6	hsa:10001
PYY	hsa:5697
PI4KA	hsa:5297
CSF1	hsa:1435
CC2D1A	hsa:54862
POU3F2	hsa:5454
CSF2RA	hsa:1438
GAGE1	hsa:2543
SLC25A11	hsa:8402
NRAP	hsa:4892
ZFP30	hsa:22835
P2RX7	hsa:5027
LEP	hsa:3952
LOC101927057	hsa:4974
CXCR1	hsa:3577
SLC10A2	hsa:6555
SAA2-SAA4	hsa:6291
SLC17A2	hsa:10246
MFN1	hsa:55669
VAMP1	hsa:6843
AKR1D1	hsa:6718
KCND2	hsa:3751
LILRB1	hsa:10859
LTK	hsa:4058
RPE65	hsa:6121
NIPBL	hsa:25836
POU2F3	hsa:25833
KCNJ12	hsa:3768
EMR1	hsa:2015
TNF	hsa:7124
LY6G6C	hsa:80740
MBTD1	hsa:54799
GAPDHS	hsa:26330
